order_id,customer_id,order_status,payment_method,order_total,item_count
1578,252,Canceled,Upi,59824.34,3.0
1579,3894,Delivered,Net Banking,205725.99,2.0
1580,1318,Canceled,Loyalty Points,,
1581,2672,Delivered,Net Banking,330452.29,4.0
1582,4624,In Transit,Cash On Delivery,142171.43,3.0
1583,4205,In Transit,Loyalty Points,21463.95,1.0
1584,2216,Canceled,Net Banking,140390.28,1.0
1585,1376,Delivered,Net Banking,124181.93,2.0
1586,2310,In Transit,Loyalty Points,51283.24,1.0
1587,1571,Delivered,Cash On Delivery,174085.48,2.0
1588,2503,In Transit,Cash On Delivery,146258.32,2.0
1589,2675,In Transit,Cash On Delivery,89587.53,2.0
1590,2991,Delivered,Upi,294697.03,5.0
1591,4453,Canceled,Loyalty Points,,
1592,167,In Transit,Net Banking,15313.26,1.0
1593,448,In Transit,Loyalty Points,130142.96,2.0
1594,2091,Canceled,Loyalty Points,100835.4,2.0
1595,1007,Canceled,Cash On Delivery,255217.04,2.0
1596,4320,Canceled,Upi,20940.67,1.0
1597,1648,In Transit,Upi,,
1598,2478,In Transit,Cash On Delivery,232901.1,3.0
1599,3514,Delivered,Net Banking,,
1600,371,Canceled,Upi,,
1601,1660,Canceled,Upi,365549.71,2.0
1602,766,Canceled,Cash On Delivery,147766.0,1.0
1603,1861,Delivered,Upi,,
1604,1104,Canceled,Loyalty Points,136532.36,1.0
1605,3062,Delivered,Upi,91670.58,1.0
1606,3784,Delivered,Upi,2956.74,1.0
1607,2820,In Transit,Net Banking,,
1608,3117,Canceled,Loyalty Points,78352.08,2.0
1609,1994,In Transit,Net Banking,58443.78,2.0
1610,3834,Delivered,Upi,139683.4,1.0
1611,1490,In Transit,Net Banking,104348.49,1.0
1612,1726,Delivered,Upi,208133.34,3.0
1613,291,Canceled,Loyalty Points,116157.96,2.0
1614,1287,Delivered,Loyalty Points,25522.1,1.0
1615,3730,Delivered,Cash On Delivery,288165.73,3.0
1616,4454,Canceled,Net Banking,,
1617,4157,Canceled,Loyalty Points,,
1618,1498,In Transit,Loyalty Points,186569.28,1.0
1619,2743,Canceled,Net Banking,356984.04,4.0
1620,1823,In Transit,Upi,69768.33,2.0
1621,3997,Delivered,Loyalty Points,379019.22,3.0
1622,4876,In Transit,Loyalty Points,34503.51,1.0
1623,4087,Delivered,Net Banking,91429.78,1.0
1624,2638,In Transit,Loyalty Points,110945.28,1.0
1625,2919,In Transit,Net Banking,30679.89,1.0
1626,638,In Transit,Net Banking,197448.68,1.0
1627,4525,In Transit,Net Banking,49362.17,1.0
1628,492,Delivered,Upi,14972.68,1.0
1629,4145,In Transit,Cash On Delivery,52260.7,1.0
1630,244,Delivered,Cash On Delivery,91878.8,1.0
1631,151,In Transit,Cash On Delivery,65874.1,1.0
1632,1612,Canceled,Upi,247994.02,2.0
1633,3541,In Transit,Cash On Delivery,304754.79,4.0
1634,1704,Canceled,Upi,,
1635,786,Canceled,Loyalty Points,15313.26,1.0
1636,4692,Canceled,Net Banking,191131.35,1.0
1637,2116,Delivered,Net Banking,32884.81,3.0
1638,3461,Delivered,Loyalty Points,65840.91,1.0
1639,1502,Delivered,Loyalty Points,47001.64,2.0
1640,2648,Canceled,Net Banking,191686.06,2.0
1641,2393,In Transit,Cash On Delivery,61503.72,1.0
1642,2583,Canceled,Upi,139683.4,1.0
1643,732,Canceled,Cash On Delivery,30895.38,1.0
1644,4324,Delivered,Net Banking,102031.27,2.0
1645,1249,Delivered,Cash On Delivery,,
1646,769,Delivered,Cash On Delivery,119126.55,1.0
1647,2380,Canceled,Cash On Delivery,,
1648,1444,Canceled,Upi,331270.11,3.0
1649,2686,Canceled,Cash On Delivery,29483.04,1.0
1650,4501,Delivered,Cash On Delivery,9076.48,1.0
1651,1031,Delivered,Loyalty Points,422755.27,3.0
1652,1412,Canceled,Cash On Delivery,109064.36,2.0
1653,1118,Delivered,Upi,374361.91,3.0
1654,3575,Delivered,Net Banking,254761.77,3.0
1655,2948,Delivered,Upi,418146.84,3.0
1656,4976,In Transit,Cash On Delivery,127365.58,2.0
1657,4852,Delivered,Cash On Delivery,43775.8,1.0
1658,3623,In Transit,Net Banking,515848.14,3.0
1659,2458,Canceled,Upi,,
1660,2296,In Transit,Cash On Delivery,85273.36,2.0
1661,4753,In Transit,Loyalty Points,310631.42,3.0
1662,3919,In Transit,Cash On Delivery,29620.2,1.0
1663,1988,Delivered,Cash On Delivery,92500.9,1.0
1664,3687,Canceled,Cash On Delivery,108829.44,2.0
1665,2418,Delivered,Net Banking,,
1666,894,Canceled,Net Banking,375642.51,2.0
1667,3929,In Transit,Net Banking,59364.86,1.0
1668,51,In Transit,Loyalty Points,185919.8,2.0
1669,1967,In Transit,Upi,58435.74,2.0
1670,947,In Transit,Upi,92118.66,2.0
1671,3542,Delivered,Cash On Delivery,108305.85,2.0
1672,438,Delivered,Cash On Delivery,208607.04,2.0
1673,3675,In Transit,Loyalty Points,219342.9,4.0
1674,2679,Canceled,Cash On Delivery,155053.72,1.0
1675,2207,In Transit,Cash On Delivery,189414.2,1.0
1676,1265,Delivered,Cash On Delivery,,
1677,1252,Canceled,Upi,,
1678,2440,In Transit,Net Banking,140458.88,1.0
1679,1092,Canceled,Cash On Delivery,177203.96,1.0
1680,850,In Transit,Upi,291897.51,3.0
1681,3278,Canceled,Upi,178362.6,2.0
1682,3469,Canceled,Net Banking,119152.92,1.0
1683,834,Canceled,Loyalty Points,120436.75,1.0
1684,2724,In Transit,Loyalty Points,91675.12,1.0
1685,4237,Canceled,Net Banking,213787.24,3.0
1686,1003,In Transit,Cash On Delivery,204007.28,3.0
1687,3143,Delivered,Upi,396620.17,2.0
1688,1039,Canceled,Cash On Delivery,255875.92,5.0
1690,4230,Canceled,Net Banking,13404.78,1.0
1691,3891,In Transit,Upi,93517.38,2.0
1692,975,Canceled,Net Banking,95994.92,2.0
1693,4411,Delivered,Upi,372027.6,2.0
1694,440,Delivered,Loyalty Points,,
1695,2735,Canceled,Net Banking,87690.84,1.0
1696,1813,In Transit,Cash On Delivery,324761.59,2.0
1697,727,Canceled,Cash On Delivery,212468.05,1.0
1698,2150,In Transit,Cash On Delivery,405.3,1.0
1699,2090,Canceled,Upi,306755.33,3.0
1700,1050,In Transit,Upi,239264.54,2.0
1701,4541,Delivered,Cash On Delivery,416152.06,3.0
1702,2458,Delivered,Loyalty Points,155672.0,1.0
1703,2666,Delivered,Cash On Delivery,,
1704,317,Delivered,Net Banking,114176.92,2.0
1705,4917,Delivered,Loyalty Points,19429.66,1.0
1706,4062,Delivered,Cash On Delivery,62115.63,1.0
1707,2352,Delivered,Net Banking,131470.67,2.0
1708,1736,In Transit,Net Banking,312589.71,3.0
1709,3429,Canceled,Loyalty Points,200610.55,1.0
1710,1680,Canceled,Net Banking,,
1711,3680,Delivered,Loyalty Points,,
1712,3074,Canceled,Upi,,
1713,4930,In Transit,Cash On Delivery,191611.04,2.0
1714,3563,Canceled,Net Banking,102281.61,1.0
1715,761,In Transit,Upi,190390.26,2.0
1716,3860,Canceled,Upi,413545.57,3.0
1717,4619,Canceled,Net Banking,494228.96,3.0
1718,1458,Delivered,Net Banking,226758.94,5.0
1719,949,In Transit,Upi,69539.02,1.0
1720,3926,In Transit,Loyalty Points,199331.03,2.0
1721,2965,Canceled,Net Banking,214627.36,3.0
1722,333,In Transit,Loyalty Points,60831.78,1.0
1723,4152,Canceled,Loyalty Points,95650.85,1.0
1724,489,In Transit,Upi,,
1725,879,In Transit,Loyalty Points,101223.63,3.0
1726,2466,Canceled,Loyalty Points,,
1727,3089,In Transit,Loyalty Points,,
1728,2633,Canceled,Upi,206151.47,2.0
1729,2927,In Transit,Loyalty Points,167840.28,4.0
1730,397,Delivered,Upi,,
1731,4954,Canceled,Net Banking,422308.96,3.0
1732,3354,Delivered,Cash On Delivery,8780.16,1.0
1733,483,Canceled,Upi,221504.95,1.0
1734,2730,Canceled,Cash On Delivery,126503.76,2.0
1735,1761,Delivered,Net Banking,102909.8,1.0
1736,1840,In Transit,Net Banking,,
1737,4171,Canceled,Upi,350210.29,4.0
1738,4633,Canceled,Cash On Delivery,69219.56,1.0
1739,2303,Canceled,Loyalty Points,13083.96,1.0
1740,1023,Canceled,Upi,266859.02,4.0
1741,1011,In Transit,Loyalty Points,108407.28,2.0
1742,2554,In Transit,Loyalty Points,59974.57,2.0
1743,3664,In Transit,Loyalty Points,32937.05,1.0
1744,3840,In Transit,Cash On Delivery,180289.25,2.0
1745,1689,In Transit,Net Banking,,
1746,3549,Delivered,Loyalty Points,,
1747,484,Canceled,Upi,1976.3,1.0
1748,3966,Canceled,Net Banking,376791.48,3.0
1749,2774,In Transit,Loyalty Points,78515.3,2.0
1750,954,Canceled,Net Banking,186765.7,1.0
1751,4483,Canceled,Upi,331026.09,3.0
1752,2222,Delivered,Loyalty Points,253678.01,2.0
1753,1596,In Transit,Upi,173827.18,2.0
1754,925,In Transit,Cash On Delivery,8058.36,1.0
1755,517,Delivered,Net Banking,66352.91,2.0
1756,4615,Delivered,Net Banking,275764.59,3.0
1757,1229,Delivered,Upi,,
1758,4058,Delivered,Net Banking,135394.9,1.0
1759,1671,In Transit,Loyalty Points,17297.26,1.0
1760,1933,Canceled,Cash On Delivery,292103.97,3.0
1761,1943,Canceled,Cash On Delivery,2690.24,1.0
1762,2683,Canceled,Loyalty Points,31319.6,1.0
1763,1348,Canceled,Loyalty Points,223239.48,1.0
1764,4444,Delivered,Net Banking,,
1765,1647,Delivered,Net Banking,101538.16,1.0
1766,3579,In Transit,Cash On Delivery,229096.0,1.0
1767,760,Delivered,Loyalty Points,239519.07,4.0
1768,4187,Delivered,Cash On Delivery,61503.72,1.0
1769,2970,In Transit,Upi,,
1770,3624,Delivered,Upi,92500.9,1.0
1771,3743,Delivered,Cash On Delivery,187980.84,2.0
1772,4008,Canceled,Cash On Delivery,155704.2,2.0
1773,4262,Delivered,Cash On Delivery,325194.32,2.0
1774,2769,Canceled,Upi,,
1775,2401,In Transit,Loyalty Points,37919.4,1.0
1776,4012,Canceled,Net Banking,412508.57,4.0
1777,4487,Canceled,Cash On Delivery,364605.02,5.0
1778,4079,Delivered,Upi,385799.02,3.0
1779,2625,Canceled,Upi,242163.2,1.0
1780,2904,Delivered,Loyalty Points,,
1781,1171,Delivered,Net Banking,,
1782,3890,Canceled,Loyalty Points,86773.54,2.0
1783,3201,Delivered,Loyalty Points,104138.04,1.0
1784,4071,Canceled,Net Banking,130064.3,2.0
1785,2137,In Transit,Loyalty Points,221981.42,2.0
1786,1980,In Transit,Loyalty Points,150738.13,3.0
1787,2568,Canceled,Upi,,
1788,4276,Delivered,Loyalty Points,,
1789,4703,Delivered,Loyalty Points,410205.41,3.0
1790,2411,Canceled,Cash On Delivery,,
1791,4814,In Transit,Loyalty Points,,
1792,3442,In Transit,Net Banking,136265.64,1.0
1793,2132,Delivered,Upi,354126.07,4.0
1794,4454,Canceled,Cash On Delivery,316510.03,3.0
1795,1334,Canceled,Cash On Delivery,213795.33,2.0
1796,4082,In Transit,Cash On Delivery,42069.13,1.0
1797,1133,Canceled,Upi,42933.71,1.0
1798,3596,In Transit,Loyalty Points,332633.56,3.0
1799,996,In Transit,Net Banking,76732.06,1.0
1800,2818,Canceled,Net Banking,323608.7,3.0
1801,75,In Transit,Net Banking,,
1802,216,Delivered,Net Banking,239567.1,2.0
1803,323,Canceled,Cash On Delivery,141687.49,2.0
1804,2593,Canceled,Cash On Delivery,562093.85,5.0
1805,651,Canceled,Cash On Delivery,198870.08,4.0
1806,4048,Canceled,Upi,547968.54,5.0
1807,4031,In Transit,Loyalty Points,224321.36,1.0
1808,2872,Delivered,Net Banking,346752.55,4.0
1809,1395,Canceled,Loyalty Points,185260.46,2.0
1810,1900,Delivered,Loyalty Points,16073.48,1.0
1811,1670,In Transit,Upi,144734.0,3.0
1813,1573,Delivered,Loyalty Points,217780.44,5.0
1814,2751,Delivered,Upi,78954.18,1.0
1815,1634,Canceled,Upi,29620.2,1.0
1816,2699,In Transit,Cash On Delivery,17444.76,1.0
1817,4989,Canceled,Loyalty Points,239104.82,2.0
1818,2540,Canceled,Net Banking,375804.42,4.0
1819,595,Delivered,Cash On Delivery,435845.07,3.0
1820,1427,Delivered,Upi,393108.96,4.0
1821,1968,Canceled,Loyalty Points,,
1822,3181,Canceled,Net Banking,368932.17,3.0
1823,4906,Delivered,Loyalty Points,221576.07,2.0
1824,2735,Delivered,Cash On Delivery,8055.34,1.0
1825,2949,Canceled,Net Banking,48013.68,1.0
1826,3455,Canceled,Net Banking,,
1827,3428,Delivered,Net Banking,232600.0,2.0
1828,4735,Delivered,Net Banking,4468.27,1.0
1829,1227,Delivered,Upi,8936.54,1.0
1830,3214,In Transit,Loyalty Points,488530.78,4.0
1831,1641,Canceled,Upi,234928.1,2.0
1832,4897,In Transit,Upi,100000.66,1.0
1833,2209,Delivered,Upi,62519.0,1.0
1834,778,Delivered,Loyalty Points,232619.64,2.0
1835,4190,Delivered,Upi,,
1836,3227,In Transit,Loyalty Points,,
1837,61,Delivered,Net Banking,,
1838,3116,In Transit,Upi,128875.4,2.0
1839,4338,In Transit,Loyalty Points,82219.88,2.0
1840,2422,In Transit,Loyalty Points,273327.25,3.0
1841,492,In Transit,Loyalty Points,234128.14,2.0
1842,3397,Canceled,Loyalty Points,256361.8,2.0
1843,731,In Transit,Net Banking,92489.44,3.0
1844,4755,In Transit,Loyalty Points,116510.27,3.0
1845,4894,Canceled,Loyalty Points,102516.64,3.0
1846,3438,Delivered,Cash On Delivery,274571.61,3.0
1847,2473,Canceled,Upi,118059.3,3.0
1848,611,In Transit,Net Banking,271401.81,2.0
1849,2196,Delivered,Cash On Delivery,171035.87,2.0
1850,3204,In Transit,Upi,115098.09,1.0
1851,3061,Canceled,Loyalty Points,78413.36,1.0
1852,1513,Delivered,Upi,,
1853,1923,Canceled,Cash On Delivery,,
1854,480,In Transit,Loyalty Points,222655.3,4.0
1855,2300,Delivered,Loyalty Points,99811.65,2.0
1856,4714,Canceled,Loyalty Points,78103.53,1.0
1857,19,Delivered,Upi,179819.5,2.0
1858,476,Delivered,Upi,49501.16,1.0
1859,2904,Delivered,Cash On Delivery,182858.46,3.0
1860,2449,Delivered,Upi,26518.54,2.0
1861,4342,In Transit,Upi,63770.98,1.0
1862,4026,Canceled,Cash On Delivery,6080.72,1.0
1863,4920,Delivered,Cash On Delivery,43903.72,1.0
1864,2371,Canceled,Cash On Delivery,206452.78,2.0
1865,3379,In Transit,Loyalty Points,179201.87,3.0
1866,319,Canceled,Upi,91893.61,2.0
1867,4085,Canceled,Upi,140330.17,3.0
1868,4652,Delivered,Cash On Delivery,290952.55,1.0
1869,4830,Canceled,Upi,311050.48,2.0
1870,3824,Canceled,Loyalty Points,170164.0,1.0
1871,2069,In Transit,Loyalty Points,23999.82,1.0
1872,3729,In Transit,Upi,342924.87,3.0
1873,1685,Delivered,Loyalty Points,260839.01,3.0
1874,1325,In Transit,Loyalty Points,183137.3,2.0
1875,4047,Canceled,Upi,152609.68,1.0
1876,1675,Canceled,Upi,,
1877,4037,Delivered,Cash On Delivery,141726.88,1.0
1878,4021,Delivered,Upi,111629.24,1.0
1880,570,Canceled,Net Banking,111619.74,1.0
1881,3250,In Transit,Net Banking,168276.52,1.0
1882,1627,In Transit,Loyalty Points,,
1883,2226,Canceled,Loyalty Points,267212.12,3.0
1884,3490,In Transit,Cash On Delivery,362880.58,3.0
1885,529,Canceled,Cash On Delivery,217074.18,2.0
1886,3987,Delivered,Upi,,
1887,4001,Canceled,Net Banking,19882.36,1.0
1888,4975,Delivered,Net Banking,10819.12,2.0
1889,379,Delivered,Loyalty Points,,
1890,1116,In Transit,Net Banking,152784.3,1.0
1891,243,Delivered,Loyalty Points,,
1892,2823,Delivered,Upi,101668.81,2.0
1893,4367,Delivered,Net Banking,177096.46,2.0
1894,4762,Canceled,Cash On Delivery,,
1895,1204,In Transit,Net Banking,341949.07,4.0
1896,1993,In Transit,Net Banking,86338.82,2.0
1897,559,In Transit,Upi,248638.77,2.0
1898,2077,In Transit,Net Banking,53577.49,2.0
1899,224,Canceled,Net Banking,,
1900,3414,In Transit,Loyalty Points,,
1901,2934,Delivered,Net Banking,,
1902,2831,In Transit,Loyalty Points,22590.8,1.0
1903,999,Canceled,Net Banking,49138.4,1.0
1904,421,Canceled,Upi,96150.04,2.0
1905,180,Canceled,Loyalty Points,419197.19,3.0
1906,3124,In Transit,Cash On Delivery,131850.62,2.0
1907,153,In Transit,Cash On Delivery,264196.94,2.0
1908,1743,In Transit,Upi,99995.07,2.0
1909,582,Canceled,Net Banking,336550.19,4.0
1910,1935,Canceled,Loyalty Points,,
1911,4609,Canceled,Cash On Delivery,168276.52,1.0
1912,4832,Delivered,Upi,33625.54,2.0
1913,2267,Delivered,Loyalty Points,11448.4,1.0
1914,2864,Canceled,Upi,30556.86,1.0
1915,2412,Delivered,Cash On Delivery,233273.42,4.0
1916,3169,Canceled,Loyalty Points,44042.64,1.0
1917,1628,Canceled,Cash On Delivery,,
1918,2219,In Transit,Cash On Delivery,402220.18,3.0
1919,4884,In Transit,Cash On Delivery,109734.85,1.0
1920,2172,Delivered,Loyalty Points,3755.36,1.0
1921,719,Canceled,Net Banking,,
1922,155,In Transit,Cash On Delivery,115071.22,2.0
1923,3710,Delivered,Loyalty Points,261303.5,1.0
1924,4071,In Transit,Loyalty Points,63756.15,1.0
1925,716,In Transit,Upi,,
1926,2378,In Transit,Upi,362009.73,4.0
1927,3262,In Transit,Net Banking,260375.65,2.0
1928,4103,Delivered,Cash On Delivery,225729.62,3.0
1929,4995,Delivered,Upi,399307.31,2.0
1930,78,In Transit,Cash On Delivery,39604.17,1.0
1931,2087,Canceled,Upi,56477.0,1.0
1932,3561,Canceled,Loyalty Points,,
1933,4144,Canceled,Net Banking,34782.83,1.0
1934,2237,Canceled,Net Banking,319450.18,5.0
1935,994,Delivered,Upi,,
1936,2563,Canceled,Loyalty Points,102022.76,1.0
1937,394,In Transit,Net Banking,281102.47,2.0
1938,3041,Delivered,Cash On Delivery,,
1939,2708,Canceled,Upi,,
1940,2997,In Transit,Cash On Delivery,88724.46,1.0
1941,2465,In Transit,Loyalty Points,,
1942,2625,In Transit,Cash On Delivery,6882.15,1.0
1943,1738,Delivered,Upi,205327.0,1.0
1944,3486,In Transit,Loyalty Points,78829.43,3.0
1946,4543,Delivered,Loyalty Points,106048.4,1.0
1947,620,Delivered,Cash On Delivery,176245.12,1.0
1948,2658,Canceled,Cash On Delivery,79787.8,1.0
1949,4188,Delivered,Upi,128105.82,1.0
1950,830,Delivered,Net Banking,204438.44,2.0
1951,70,Delivered,Net Banking,278477.1,2.0
1952,3329,Canceled,Cash On Delivery,159630.87,3.0
1953,4829,Canceled,Cash On Delivery,,
1954,4337,Delivered,Cash On Delivery,123084.14,1.0
1955,384,In Transit,Cash On Delivery,,
1956,3116,Delivered,Net Banking,166421.94,2.0
1957,910,In Transit,Loyalty Points,286319.66,2.0
1958,494,Delivered,Cash On Delivery,43903.72,1.0
1959,1382,Delivered,Net Banking,113709.97,2.0
1960,3316,Delivered,Net Banking,,
1961,1979,Canceled,Upi,,
1962,4096,In Transit,Upi,,
1963,3916,Delivered,Loyalty Points,,
1964,1738,Canceled,Loyalty Points,,
1965,439,In Transit,Upi,354085.22,3.0
1966,734,Canceled,Net Banking,256720.99,3.0
1967,4990,Delivered,Loyalty Points,25748.36,1.0
1968,172,Delivered,Upi,321681.72,5.0
1969,623,Canceled,Upi,203400.12,2.0
1970,1264,Canceled,Upi,179947.03,2.0
1971,172,Canceled,Cash On Delivery,205940.17,3.0
1972,152,Canceled,Upi,348504.29,3.0
1973,3603,Delivered,Cash On Delivery,93439.39,2.0
1974,3113,Canceled,Net Banking,,
1975,4334,Delivered,Loyalty Points,104412.46,2.0
1976,1565,In Transit,Upi,23263.45,1.0
1977,735,Delivered,Net Banking,193817.15,1.0
1978,2004,Delivered,Cash On Delivery,723207.54,6.0
1979,2518,In Transit,Loyalty Points,45837.56,1.0
1980,2506,Delivered,Net Banking,267829.87,2.0
1981,828,In Transit,Net Banking,301557.01,3.0
1982,2700,In Transit,Net Banking,53260.3,1.0
1983,353,Delivered,Loyalty Points,191830.15,1.0
1984,3832,Delivered,Cash On Delivery,403617.86,2.0
1985,519,Delivered,Loyalty Points,50917.35,1.0
1986,4258,In Transit,Loyalty Points,331143.32,2.0
1987,731,In Transit,Cash On Delivery,,
1988,2095,In Transit,Upi,414988.27,4.0
1989,1816,In Transit,Cash On Delivery,383667.24,3.0
1990,3767,Canceled,Net Banking,288916.19,2.0
1991,4149,Canceled,Loyalty Points,153577.64,2.0
1992,85,Delivered,Loyalty Points,,
1993,846,Delivered,Upi,,
1994,2500,Canceled,Upi,469977.31,4.0
1995,4730,In Transit,Cash On Delivery,72521.66,1.0
1996,4521,Delivered,Cash On Delivery,374746.61,4.0
1997,4500,Canceled,Cash On Delivery,465494.97,4.0
1998,306,Delivered,Upi,65569.43,2.0
1999,4779,Canceled,Cash On Delivery,231117.73,3.0
2000,4440,Delivered,Upi,,
2001,2315,Delivered,Upi,80558.44,2.0
2002,563,Delivered,Loyalty Points,142884.07,2.0
2003,1129,Canceled,Net Banking,315736.23,4.0
2004,3652,In Transit,Net Banking,164651.47,3.0
2005,2567,In Transit,Upi,177437.6,1.0
2006,1921,Delivered,Net Banking,,
2007,4009,In Transit,Cash On Delivery,93224.36,1.0
2008,1922,Delivered,Cash On Delivery,96915.32,2.0
2009,1005,Canceled,Cash On Delivery,,
2010,1112,In Transit,Cash On Delivery,306866.27,4.0
2011,2766,In Transit,Cash On Delivery,40310.4,2.0
2012,4333,Delivered,Loyalty Points,320447.36,3.0
2013,4290,Delivered,Loyalty Points,87107.04,2.0
2014,2937,Delivered,Upi,325238.04,3.0
2015,4678,Canceled,Cash On Delivery,267280.46,2.0
2016,3496,Canceled,Net Banking,177448.92,1.0
2017,1748,In Transit,Cash On Delivery,518166.57,4.0
2018,1080,Delivered,Cash On Delivery,162209.45,1.0
2019,190,Canceled,Loyalty Points,64153.04,3.0
2020,705,Canceled,Net Banking,20383.4,1.0
2021,4146,Canceled,Loyalty Points,340520.82,3.0
2022,4792,In Transit,Upi,,
2023,1766,Delivered,Loyalty Points,40273.24,1.0
2024,1687,Canceled,Cash On Delivery,157287.28,1.0
2025,7,Delivered,Loyalty Points,16110.68,1.0
2026,2645,Delivered,Cash On Delivery,177158.6,1.0
2027,582,Delivered,Upi,46768.05,1.0
2028,3425,In Transit,Loyalty Points,156035.32,1.0
2029,1460,Delivered,Net Banking,162942.87,4.0
2030,3563,In Transit,Upi,164600.14,2.0
2031,1471,Delivered,Net Banking,,
2032,1664,Delivered,Net Banking,,
2033,1678,Canceled,Cash On Delivery,,
2034,4094,In Transit,Net Banking,,
2035,4752,Delivered,Net Banking,,
2036,1498,Delivered,Loyalty Points,,
2037,3482,In Transit,Net Banking,109800.12,2.0
2038,1321,Delivered,Loyalty Points,100444.1,2.0
2039,1729,Canceled,Loyalty Points,640998.38,5.0
2040,883,In Transit,Cash On Delivery,,
2041,1167,In Transit,Net Banking,,
2042,770,Delivered,Loyalty Points,,
2043,3376,Canceled,Upi,,
2044,4398,Canceled,Loyalty Points,37993.48,1.0
2045,3708,Delivered,Upi,79529.44,1.0
2046,4571,In Transit,Loyalty Points,272713.36,3.0
2047,882,Canceled,Loyalty Points,,
2048,3493,Delivered,Net Banking,194773.4,3.0
2049,3005,Delivered,Loyalty Points,198952.95,1.0
2050,1634,Canceled,Upi,102040.09,2.0
2051,2837,Delivered,Cash On Delivery,94412.1,1.0
2052,1195,Delivered,Loyalty Points,18223.42,1.0
2053,3275,Delivered,Loyalty Points,,
2054,3432,Canceled,Net Banking,,
2055,1771,Canceled,Upi,131530.58,2.0
2056,4284,In Transit,Net Banking,42493.61,1.0
2057,4075,Delivered,Cash On Delivery,229989.02,3.0
2058,2219,In Transit,Loyalty Points,444639.34,5.0
2059,869,Delivered,Net Banking,,
2060,1609,In Transit,Cash On Delivery,1687.23,1.0
2061,3020,Canceled,Loyalty Points,193643.3,3.0
2062,1085,Canceled,Upi,391522.73,4.0
2063,3098,Canceled,Net Banking,32627.28,1.0
2064,1231,Canceled,Loyalty Points,,
2065,1386,Delivered,Loyalty Points,127780.56,2.0
2066,3277,Canceled,Loyalty Points,,
2067,3246,Delivered,Net Banking,81428.65,2.0
2068,2106,Canceled,Net Banking,261534.64,2.0
2069,3722,In Transit,Upi,,
2070,969,In Transit,Upi,61503.72,1.0
2071,2396,Delivered,Cash On Delivery,,
2072,4715,Delivered,Cash On Delivery,,
2073,622,Canceled,Upi,,
2074,206,Delivered,Net Banking,240667.53,2.0
2075,3204,In Transit,Cash On Delivery,59840.85,1.0
2076,168,Canceled,Loyalty Points,317153.16,3.0
2077,4346,Delivered,Upi,251091.58,2.0
2078,3551,Canceled,Cash On Delivery,89204.92,1.0
2079,4741,Delivered,Loyalty Points,,
2080,3083,In Transit,Net Banking,90631.48,1.0
2081,4196,Canceled,Upi,303630.8,3.0
2082,3680,In Transit,Net Banking,99186.2,1.0
2083,3640,In Transit,Net Banking,149145.46,2.0
2084,3815,Delivered,Net Banking,15659.8,1.0
2085,1487,Canceled,Loyalty Points,227926.12,1.0
2086,295,In Transit,Upi,,
2087,2975,In Transit,Loyalty Points,277172.35,2.0
2088,157,Delivered,Cash On Delivery,729283.62,5.0
2089,2215,Delivered,Net Banking,185569.22,2.0
2090,283,In Transit,Loyalty Points,201654.42,3.0
2091,1117,In Transit,Upi,84997.28,2.0
2092,3722,Delivered,Upi,336730.96,4.0
2093,943,Canceled,Net Banking,201915.64,3.0
2094,1071,Canceled,Loyalty Points,347752.88,4.0
2095,2666,Delivered,Cash On Delivery,54850.4,1.0
2096,4787,Canceled,Cash On Delivery,117620.04,1.0
2097,3031,Delivered,Loyalty Points,58729.56,1.0
2098,4649,Delivered,Net Banking,202889.41,2.0
2099,3825,Delivered,Loyalty Points,57855.5,2.0
2100,4885,Delivered,Cash On Delivery,692831.23,5.0
2101,572,Canceled,Upi,267548.0,5.0
2102,2431,Canceled,Net Banking,318432.4,3.0
2103,4993,In Transit,Loyalty Points,,
2104,4876,Canceled,Net Banking,89202.9,2.0
2105,783,Canceled,Upi,464111.61,4.0
2106,2290,Delivered,Cash On Delivery,40558.12,1.0
2107,224,In Transit,Cash On Delivery,17807.72,1.0
2108,3043,Delivered,Upi,479038.57,5.0
2109,2724,Delivered,Cash On Delivery,,
2110,4753,Delivered,Cash On Delivery,,
2111,4101,Canceled,Cash On Delivery,,
2112,4162,In Transit,Upi,37353.14,1.0
2113,150,Canceled,Loyalty Points,111619.74,1.0
2114,961,Canceled,Cash On Delivery,41955.7,1.0
2115,12,In Transit,Loyalty Points,74641.82,1.0
2116,4127,Delivered,Loyalty Points,144778.45,3.0
2117,3941,Canceled,Loyalty Points,571110.29,3.0
2118,391,Delivered,Upi,548485.59,4.0
2119,3348,In Transit,Upi,177446.09,2.0
2120,3328,Canceled,Net Banking,,
2121,517,Canceled,Upi,12161.44,1.0
2122,3878,In Transit,Cash On Delivery,499859.25,4.0
2123,4364,Canceled,Upi,244133.05,3.0
2124,536,Canceled,Upi,63138.89,2.0
2125,68,Delivered,Cash On Delivery,304363.14,4.0
2126,3192,Canceled,Cash On Delivery,73007.56,1.0
2127,309,Canceled,Upi,,
2128,1923,Canceled,Net Banking,,
2129,1725,Canceled,Cash On Delivery,124619.08,2.0
2130,2425,In Transit,Upi,230547.49,3.0
2131,3581,Canceled,Net Banking,4361.32,1.0
2132,4829,Delivered,Net Banking,51626.73,1.0
2133,2412,Canceled,Upi,,
2134,4862,Canceled,Cash On Delivery,34417.82,1.0
2135,514,In Transit,Cash On Delivery,51626.73,1.0
