order_item_id,order_id,product_id,quantity,unit_price,line_total
4379,6648,30,2,35179.48,70358.96
4380,8239,285,5,2044.46,10222.3
4381,1605,40,3,30556.86,91670.58
4382,5282,299,5,12751.23,63756.15
4383,5905,283,4,44359.4,177437.6
4384,532,120,5,42741.05,213705.25
4385,5278,287,3,42069.13,126207.39
4386,8965,45,4,45315.74,181262.96
4387,7473,201,3,46768.05,140304.15
4388,7502,26,1,29810.33,29810.33
4389,3402,238,2,55809.87,111619.74
4390,6214,253,4,38152.42,152609.68
4391,7924,186,5,52248.71,261243.55
4392,3689,130,4,22301.23,89204.92
4393,6432,261,5,1687.23,8436.15
4394,7899,278,1,20136.62,20136.62
4395,1085,275,5,21575.3,107876.5
4396,6142,149,4,44497.19,177988.76
4397,1262,260,5,19576.52,97882.6
4398,2570,231,1,22273.67,22273.67
4399,2258,290,1,16820.98,16820.98
4400,1216,96,2,42524.25,85048.5
4401,8745,245,1,22621.87,22621.87
4402,2667,157,2,54516.78,109033.56
4403,8437,38,3,6437.09,19311.27
4404,5264,80,5,34745.44,173727.2
4405,6096,277,2,47206.05,94412.1
4406,7258,76,3,40122.11,120366.33
4407,3255,207,2,16173.49,32346.98
4408,4241,196,1,45536.49,45536.49
4409,849,198,2,37882.84,75765.68
4410,581,57,3,4468.26,13404.78
4411,8291,295,1,53762.08,53762.08
4412,8950,211,1,17304.89,17304.89
4413,6160,182,2,5023.35,10046.7
4414,3224,74,4,27457.59,109830.36
4415,3399,274,5,24087.35,120436.75
4416,8076,267,2,44042.64,88085.28
4417,8648,251,4,29682.43,118729.72
4418,8201,124,4,34782.83,139131.32
4419,879,47,5,627.42,3137.1
4420,4661,196,2,45536.49,91072.98
4421,5205,268,2,2221.88,4443.76
4422,5837,118,3,4468.27,13404.81
4423,3417,259,5,14972.68,74863.4
4424,3659,43,1,37918.14,37918.14
4425,256,134,2,48040.39,96080.78
4426,7574,285,3,2044.46,6133.38
4427,508,86,3,39790.59,119371.77
4428,3838,14,4,34182.93,136731.72
4429,3072,22,1,202.65,202.65
4430,2146,93,4,1227.02,4908.08
4431,5301,146,5,44061.28,220306.4
4432,3976,242,4,56080.34,224321.36
4433,719,248,1,29112.46,29112.46
4434,7194,270,4,27078.98,108315.92
4435,3045,51,2,19130.17,38260.34
4436,7831,37,2,49593.1,99186.2
4437,6296,179,4,37353.14,149412.56
4438,6595,276,1,39206.68,39206.68
4439,6850,275,5,21575.3,107876.5
4440,7756,6,2,53260.3,106520.6
4441,1937,211,3,17304.89,51914.67
4442,6240,300,2,42933.71,85867.42
4443,4948,23,3,6354.17,19062.51
4444,5255,182,1,5023.35,5023.35
4445,585,83,3,2654.59,7963.77
4446,3359,53,4,5104.42,20417.68
4447,4738,171,1,56309.51,56309.51
4448,1054,19,1,10903.32,10903.32
4449,7171,284,3,29230.28,87690.84
4450,3648,143,1,39359.32,39359.32
4451,163,214,3,37588.43,112765.29
4452,2908,111,1,34503.51,34503.51
4453,590,290,1,16820.98,16820.98
4454,2801,57,3,4468.26,13404.78
4455,2088,105,5,58190.51,290952.55
4456,2702,161,2,51331.75,102663.5
4457,1807,242,4,56080.34,224321.36
4458,3665,286,3,17563.23,52689.69
4459,327,277,4,47206.05,188824.2
4460,6517,255,2,45714.89,91429.78
4461,5137,235,1,5741.54,5741.54
4462,1024,194,5,22730.08,113650.4
4463,7312,52,1,50436.72,50436.72
4464,7139,226,4,21263.8,85055.2
4465,4078,11,4,42790.14,171160.56
4466,4764,149,1,44497.19,44497.19
4467,3211,116,1,34133.09,34133.09
4468,7914,216,5,40558.12,202790.6
4469,4392,248,5,29112.46,145562.3
4470,1494,183,2,5615.28,11230.56
4471,8050,204,2,44300.99,88601.98
4472,2176,186,1,52248.71,52248.71
4473,6230,246,2,45837.56,91675.12
4474,4368,130,2,22301.23,44602.46
4475,1367,12,3,8420.54,25261.62
4476,6519,65,1,21666.18,21666.18
4477,5223,13,4,10970.08,43880.32
4478,1266,95,2,50917.35,101834.7
4479,1959,12,5,8420.54,42102.7
4480,8207,130,1,22301.23,22301.23
4481,986,272,5,47527.04,237635.2
4482,6438,71,5,24990.33,124951.65
4483,2287,172,5,46642.32,233211.6
4484,6597,274,3,24087.35,72262.05
4485,4588,31,2,36260.83,72521.66
4486,5784,279,5,14117.88,70589.4
4487,1957,65,5,21666.18,108330.9
4488,839,26,3,29810.33,89430.99
4489,1651,80,4,34745.44,138981.76
4490,2045,224,4,19882.36,79529.44
4491,5217,278,2,20136.62,40273.24
4492,1556,145,1,14158.9,14158.9
4493,1361,238,2,55809.87,111619.74
4494,5387,1,2,31120.3,62240.6
4495,6762,33,3,27989.81,83969.43
4496,3359,269,1,22906.5,22906.5
4497,836,195,1,48432.64,48432.64
4498,6580,29,1,47549.52,47549.52
4499,4348,88,4,45819.2,183276.8
4500,3302,263,1,755.45,755.45
4501,1344,165,5,48697.29,243486.45
4502,6472,207,4,16173.49,64693.96
4503,2030,53,5,5104.42,25522.1
4504,4252,112,4,1277.1,5108.4
4505,8656,164,5,15659.8,78299.0
4506,3582,21,3,39695.36,119086.08
4507,3031,251,5,29682.43,148412.15
4508,1276,42,2,15440.94,30881.88
4509,2964,75,3,41073.22,123219.66
4510,8056,291,2,39982.62,79965.24
4511,5912,58,3,34093.87,102281.61
4512,6965,123,5,9737.55,48687.75
4513,7755,74,4,27457.59,109830.36
4514,2320,218,4,25576.08,102304.32
4515,6337,286,3,17563.23,52689.69
4516,5206,265,5,32937.05,164685.25
4517,4904,52,2,50436.72,100873.44
4518,8886,90,4,8058.36,32233.44
4519,4169,58,2,34093.87,68187.74
4520,2170,15,4,4652.69,18610.76
4521,3922,38,5,6437.09,32185.45
4522,1977,228,5,38763.43,193817.15
4523,3325,109,4,34769.51,139078.04
4524,1651,195,3,48432.64,145297.92
4525,2238,55,2,29530.16,59060.32
4526,3583,215,1,39321.82,39321.82
4527,3066,162,3,10996.88,32990.64
4528,3750,16,5,29553.2,147766.0
4530,3639,201,2,46768.05,93536.1
4531,8469,172,3,46642.32,139926.96
4532,3119,104,1,36770.58,36770.58
4533,801,120,2,42741.05,85482.1
4534,309,61,3,40184.75,120554.25
4535,5108,255,4,45714.89,182859.56
4536,3304,98,4,7955.4,31821.6
4537,1023,59,3,17582.25,52746.75
4538,3069,149,4,44497.19,177988.76
4539,8524,16,4,29553.2,118212.8
4540,6046,130,4,22301.23,89204.92
4541,2864,15,3,4652.69,13958.07
4542,5390,28,5,3118.64,15593.2
4543,2382,187,5,38366.03,191830.15
4544,2392,179,3,37353.14,112059.42
4545,3402,166,1,21951.86,21951.86
4546,3728,15,3,4652.69,13958.07
4547,2175,165,1,48697.29,48697.29
4548,7028,84,3,39008.83,117026.49
4549,4361,249,1,17639.04,17639.04
4550,7134,54,5,35431.72,177158.6
4551,1830,217,5,35429.68,177148.4
4552,8444,110,3,18912.97,56738.91
4553,2099,75,1,41073.22,41073.22
4554,2249,147,2,21887.9,43775.8
4555,3645,136,2,35114.72,70229.44
4556,725,142,4,8391.14,33564.56
4557,3663,49,4,25641.62,102566.48
4558,8487,199,3,7484.1,22452.3
4559,3204,52,3,50436.72,151310.16
4560,3238,235,3,5741.54,17224.62
4561,4759,52,4,50436.72,201746.88
4562,6046,221,1,22217.38,22217.38
4563,8761,299,3,12751.23,38253.69
4564,3720,261,4,1687.23,6748.92
4565,2608,271,4,19429.66,77718.64
4566,8103,12,4,8420.54,33682.16
4567,6694,240,5,20940.67,104703.35
4568,2673,49,5,25641.62,128208.1
4569,13,180,5,18251.89,91259.45
4570,1180,228,4,38763.43,155053.72
4571,779,173,5,45421.88,227109.4
4572,3708,114,1,48969.61,48969.61
4573,801,81,4,11917.65,47670.6
4574,6201,213,3,52260.7,156782.1
4575,7749,37,2,49593.1,99186.2
4576,3764,138,1,31967.69,31967.69
4577,7999,34,4,39477.09,157908.36
4578,5313,225,2,48013.68,96027.36
4579,3085,57,1,4468.26,4468.26
4580,7481,206,2,18500.18,37000.36
4581,2244,185,5,5724.2,28621.0
4582,7872,44,5,61503.72,307518.6
4583,4055,92,4,55814.62,223258.48
4584,2563,67,5,46319.27,231596.35
4585,662,11,1,42790.14,42790.14
4586,2451,101,1,34126.82,34126.82
4587,115,243,3,26034.51,78103.53
4588,2494,237,1,41107.7,41107.7
4589,6501,160,3,3706.59,11119.77
4590,8275,59,4,17582.25,70329.0
4591,636,102,3,34264.15,102792.45
4592,7648,21,4,39695.36,158781.44
4593,7935,31,4,36260.83,145043.32
4594,1162,157,1,54516.78,54516.78
4595,8356,49,1,25641.62,25641.62
4596,3393,40,2,30556.86,61113.72
4597,2835,257,1,15383.71,15383.71
4598,7510,208,1,52949.87,52949.87
4599,7363,221,3,22217.38,66652.14
4600,8274,251,5,29682.43,148412.15
4601,6604,18,3,49328.94,147986.82
4602,442,137,2,19274.9,38549.8
4603,5180,167,1,3828.0,3828.0
4604,2350,281,5,6882.15,34410.75
4605,2221,90,1,8058.36,8058.36
4606,2885,232,3,395.26,1185.78
4607,6610,77,2,9498.37,18996.74
4608,2465,14,4,34182.93,136731.72
4609,1340,16,2,29553.2,59106.4
4610,4032,25,3,36960.02,110880.06
4611,2403,119,4,53650.05,214600.2
4612,8050,96,3,42524.25,127572.75
4613,2589,183,2,5615.28,11230.56
4614,3118,141,4,11295.4,45181.6
4615,947,85,5,32079.16,160395.8
4616,6487,268,5,2221.88,11109.4
4617,4107,201,3,46768.05,140304.15
4618,8814,120,1,42741.05,42741.05
4619,6515,105,4,58190.51,232762.04
4620,7745,196,5,45536.49,227682.45
4621,4499,88,1,45819.2,45819.2
4622,7614,264,5,50430.88,252154.4
4623,7987,130,2,22301.23,44602.46
4625,6904,79,3,37354.41,112063.23
4626,794,11,4,42790.14,171160.56
4627,322,164,5,15659.8,78299.0
4628,848,147,4,21887.9,87551.6
4629,7831,199,4,7484.1,29936.4
4630,3572,239,1,10785.0,10785.0
4631,2315,197,4,40801.51,163206.04
4632,1756,168,2,50437.77,100875.54
4633,2093,214,2,37588.43,75176.86
4634,2835,289,4,22706.28,90825.12
4635,3032,215,1,39321.82,39321.82
4636,8938,73,2,20804.57,41609.14
4638,164,164,5,15659.8,78299.0
4639,8939,298,3,44362.23,133086.69
4640,2443,201,4,46768.05,187072.2
4641,4478,46,5,43463.52,217317.6
4642,5072,109,3,34769.51,104308.53
4643,7636,27,5,17208.91,86044.55
4644,2421,93,1,1227.02,1227.02
4645,2233,169,4,3794.41,15177.64
4646,5425,78,5,34920.85,174604.25
4647,311,281,5,6882.15,34410.75
4648,8050,138,1,31967.69,31967.69
4649,2332,124,5,34782.83,173914.15
4650,1784,171,2,56309.51,112619.02
4651,7195,294,5,38226.27,191131.35
4652,4054,155,3,44198.92,132596.76
4653,310,276,2,39206.68,78413.36
4654,5359,198,3,37882.84,113648.52
4655,774,42,3,15440.94,46322.82
4656,2525,270,5,27078.98,135394.9
4657,4320,208,5,52949.87,264749.35
4658,185,150,3,50769.08,152307.24
4659,3682,264,3,50430.88,151292.64
4660,8756,52,2,50436.72,100873.44
4661,7078,85,1,32079.16,32079.16
4662,4926,218,4,25576.08,102304.32
4663,5688,250,1,46158.53,46158.53
4664,4038,71,4,24990.33,99961.32
4665,3237,231,1,22273.67,22273.67
4666,2595,91,4,5445.29,21781.16
4667,5975,164,2,15659.8,31319.6
4668,61,166,1,21951.86,21951.86
4669,6703,114,2,48969.61,97939.22
4670,2832,289,3,22706.28,68118.84
4671,3743,185,4,5724.2,22896.8
4672,4910,270,3,27078.98,81236.94
4673,6054,158,2,16331.96,32663.92
4674,6591,281,4,6882.15,27528.6
4675,3399,171,1,56309.51,56309.51
4676,6974,50,4,672.56,2690.24
4677,606,100,5,38514.93,192574.65
4678,8350,86,5,39790.59,198952.95
4679,5915,249,3,17639.04,52917.12
4680,1169,113,2,12503.8,25007.6
4681,6841,128,2,44278.3,88556.6
4682,1099,175,2,30653.66,61307.32
4683,3591,115,1,50074.55,50074.55
4684,7018,169,3,3794.41,11383.23
4685,6830,217,3,35429.68,106289.04
4686,8027,199,3,7484.1,22452.3
4687,3935,134,3,48040.39,144121.17
4688,2962,46,1,43463.52,43463.52
4689,2633,195,4,48432.64,193730.56
4690,7488,3,5,41103.34,205516.7
4691,3828,73,1,20804.57,20804.57
4692,1999,248,3,29112.46,87337.38
4693,3914,72,4,38766.17,155064.68
4694,7906,212,3,19946.95,59840.85
4695,6116,50,1,672.56,672.56
4696,8926,133,3,9015.34,27046.02
4697,6069,261,1,1687.23,1687.23
4698,5444,144,2,36981.76,73963.52
4699,2982,129,3,20552.57,61657.71
4700,4610,26,4,29810.33,119241.32
4701,4998,19,4,10903.32,43613.28
4702,2533,53,4,5104.42,20417.68
4703,3009,48,4,22969.7,91878.8
4704,8602,46,3,43463.52,130390.56
4705,8128,41,4,26159.39,104637.56
4706,942,100,1,38514.93,38514.93
4707,7399,173,3,45421.88,136265.64
4708,3138,52,5,50436.72,252183.6
4709,5264,146,4,44061.28,176245.12
4710,1699,92,2,55814.62,111629.24
4711,5353,31,5,36260.83,181304.15
4712,3459,170,5,51011.38,255056.9
4713,8144,274,4,24087.35,96349.4
4714,1913,185,2,5724.2,11448.4
4715,7405,12,3,8420.54,25261.62
4716,3388,125,2,7386.64,14773.28
4717,5896,247,4,40870.53,163482.12
4718,4352,254,4,8156.82,32627.28
4719,3772,82,2,26910.25,53820.5
4720,7172,39,2,38562.37,77124.74
4721,3416,217,2,35429.68,70859.36
4722,2228,9,5,13201.39,66006.95
4723,3450,292,3,42630.27,127890.81
4724,8018,251,4,29682.43,118729.72
4725,956,216,5,40558.12,202790.6
4726,1766,88,5,45819.2,229096.0
4727,8563,142,2,8391.14,16782.28
4728,6933,18,3,49328.94,147986.82
4729,3192,37,2,49593.1,99186.2
4730,4144,231,5,22273.67,111368.35
4731,2261,216,1,40558.12,40558.12
4732,2055,148,5,22817.06,114085.3
4733,2848,99,1,30565.96,30565.96
4734,773,1,1,31120.3,31120.3
4735,36,74,4,27457.59,109830.36
4736,3778,57,4,4468.26,17873.04
4737,5295,54,4,35431.72,141726.88
4738,1621,61,3,40184.75,120554.25
4739,8341,254,1,8156.82,8156.82
4740,3205,205,2,4390.08,8780.16
4741,3190,73,4,20804.57,83218.28
4742,5935,82,1,26910.25,26910.25
4743,862,246,2,45837.56,91675.12
4744,6793,218,5,25576.08,127880.4
4745,5289,300,4,42933.71,171734.84
4746,8511,127,3,57796.05,173388.15
4747,7944,250,3,46158.53,138475.59
4748,4366,83,5,2654.59,13272.95
4749,2894,248,4,29112.46,116449.84
4750,1457,175,2,30653.66,61307.32
4751,3946,174,3,31885.49,95656.47
4752,3446,105,5,58190.51,290952.55
4753,884,102,5,34264.15,171320.75
4754,6016,162,5,10996.88,54984.4
4755,3345,30,3,35179.48,105538.44
4756,4640,133,2,9015.34,18030.68
4757,1252,34,5,39477.09,197385.45
4758,6270,101,4,34126.82,136507.28
4759,519,166,2,21951.86,43903.72
4760,368,297,3,6080.72,18242.16
4761,2627,278,4,20136.62,80546.48
4762,1150,260,3,19576.52,58729.56
4763,1252,300,3,42933.71,128801.13
4764,8029,148,2,22817.06,45634.12
4765,8572,188,5,21946.97,109734.85
4766,5426,38,5,6437.09,32185.45
4767,7160,85,2,32079.16,64158.32
4768,4085,214,4,37588.43,150353.72
4769,5357,65,5,21666.18,108330.9
4770,7493,96,4,42524.25,170097.0
4771,4622,251,1,29682.43,29682.43
4772,6048,27,4,17208.91,68835.64
4773,8623,82,5,26910.25,134551.25
4774,3929,266,3,20581.96,61745.88
4775,7575,71,4,24990.33,99961.32
4776,22,198,2,37882.84,75765.68
4777,6769,298,1,44362.23,44362.23
4778,7528,279,2,14117.88,28235.76
4779,4540,180,5,18251.89,91259.45
4780,7080,169,5,3794.41,18972.05
4781,3627,116,1,34133.09,34133.09
4782,4214,115,1,50074.55,50074.55
4783,152,234,5,45121.33,225606.65
4784,156,23,5,6354.17,31770.85
4785,4436,141,1,11295.4,11295.4
4786,589,25,3,36960.02,110880.06
4787,2234,175,4,30653.66,122614.64
4788,5846,100,3,38514.93,115544.79
4789,7528,155,3,44198.92,132596.76
4790,1314,64,2,12375.29,24750.58
4791,7829,118,2,4468.27,8936.54
4792,6924,219,5,61911.87,309559.35
4793,7674,73,4,20804.57,83218.28
4794,1348,1,2,31120.3,62240.6
4795,8741,206,4,18500.18,74000.72
4796,7439,292,4,42630.27,170521.08
4797,4866,79,2,37354.41,74708.82
4798,6144,121,4,27330.49,109321.96
4799,7267,151,2,29813.2,59626.4
4800,3992,113,2,12503.8,25007.6
4801,6771,142,1,8391.14,8391.14
4802,6067,102,5,34264.15,171320.75
4803,5180,27,4,17208.91,68835.64
4804,7296,19,3,10903.32,32709.96
4805,2249,167,2,3828.0,7656.0
4806,5762,15,1,4652.69,4652.69
4807,1731,123,2,9737.55,19475.1
4808,2131,139,1,4361.32,4361.32
4809,4375,251,4,29682.43,118729.72
4810,402,201,5,46768.05,233840.25
4811,1655,74,2,27457.59,54915.18
4812,8775,100,4,38514.93,154059.72
4813,6514,286,1,17563.23,17563.23
4814,2527,187,3,38366.03,115098.09
4815,3983,202,2,3239.21,6478.42
4816,5208,145,1,14158.9,14158.9
4817,6104,270,4,27078.98,108315.92
4818,8530,191,2,39203.86,78407.72
4819,8131,53,4,5104.42,20417.68
4820,3385,94,1,12613.03,12613.03
4821,6506,19,1,10903.32,10903.32
4822,7440,297,2,6080.72,12161.44
4823,6834,25,3,36960.02,110880.06
4824,5091,197,4,40801.51,163206.04
4825,6297,94,1,12613.03,12613.03
4826,300,128,4,44278.3,177113.2
4827,1431,223,3,33348.07,100044.21
4828,6225,217,3,35429.68,106289.04
4829,3626,99,3,30565.96,91697.88
4830,2439,206,4,18500.18,74000.72
4831,6625,185,3,5724.2,17172.6
4832,2671,257,1,15383.71,15383.71
4833,4271,223,1,33348.07,33348.07
4834,6623,203,2,39717.64,79435.28
4835,2361,123,4,9737.55,38950.2
4836,4532,25,2,36960.02,73920.04
4837,4495,76,3,40122.11,120366.33
4838,5352,115,5,50074.55,250372.75
4839,2867,19,3,10903.32,32709.96
4840,4001,69,2,42541.0,85082.0
4841,5351,27,3,17208.91,51626.73
4842,1522,7,4,33627.25,134509.0
4843,903,47,4,627.42,2509.68
4844,7200,277,3,47206.05,141618.15
4845,4469,114,1,48969.61,48969.61
4846,587,126,4,9076.48,36305.92
4847,7968,63,5,42294.73,211473.65
4848,4241,293,1,9827.68,9827.68
4849,3393,244,4,46796.76,187187.04
4850,4035,117,4,56981.53,227926.12
4851,3347,269,2,22906.5,45813.0
4852,49,151,4,29813.2,119252.8
4853,1940,298,2,44362.23,88724.46
4854,6360,189,2,17077.98,34155.96
4855,2206,110,4,18912.97,75651.88
4856,6619,84,4,39008.83,156035.32
4858,8397,202,1,3239.21,3239.21
4859,3263,232,4,395.26,1581.04
4860,8825,141,1,11295.4,11295.4
4861,7174,85,4,32079.16,128316.64
4862,7325,273,5,41092.27,205461.35
4863,8671,135,1,33626.91,33626.91
4864,8717,25,1,36960.02,36960.02
4865,8404,128,3,44278.3,132834.9
4866,3328,55,1,29530.16,29530.16
4867,5889,156,4,332.99,1331.96
4868,4076,50,1,672.56,672.56
4869,8815,28,3,3118.64,9355.92
4870,5946,99,5,30565.96,152829.8
4871,3810,79,5,37354.41,186772.05
4872,762,181,4,38918.0,155672.0
4873,319,190,5,41292.92,206464.6
4874,3914,194,4,22730.08,90920.32
4875,278,260,5,19576.52,97882.6
4876,2708,232,1,395.26,395.26
4877,6852,176,4,8055.34,32221.36
4878,2952,177,1,5095.85,5095.85
4879,466,174,2,31885.49,63770.98
4880,3164,253,5,38152.42,190762.1
4881,2540,274,3,24087.35,72262.05
4882,1058,4,1,10147.08,10147.08
4883,2080,45,2,45315.74,90631.48
4884,2473,201,1,46768.05,46768.05
4885,8428,10,2,35044.37,70088.74
4886,7799,275,2,21575.3,43150.6
4887,8040,276,3,39206.68,117620.04
4888,289,174,5,31885.49,159427.45
4889,2222,131,5,17807.72,89038.6
4890,8701,244,5,46796.76,233983.8
4891,4240,81,5,11917.65,59588.25
4892,6923,255,2,45714.89,91429.78
4893,458,12,3,8420.54,25261.62
4894,5039,225,1,48013.68,48013.68
4895,6101,49,3,25641.62,76924.86
4896,5542,23,2,6354.17,12708.34
4897,6162,69,5,42541.0,212705.0
4898,4943,127,3,57796.05,173388.15
4899,2963,217,4,35429.68,141718.72
4900,3480,180,4,18251.89,73007.56
4901,3694,106,2,32441.89,64883.78
4902,8864,279,2,14117.88,28235.76
4903,6332,166,3,21951.86,65855.58
4904,7660,13,1,10970.08,10970.08
4905,2687,213,3,52260.7,156782.1
4906,1543,233,2,23869.09,47738.18
4907,4157,88,5,45819.2,229096.0
4908,7267,45,1,45315.74,45315.74
4909,115,159,4,42493.61,169974.44
4910,6356,65,4,21666.18,86664.72
4911,6039,81,2,11917.65,23835.3
4912,5255,148,1,22817.06,22817.06
4913,2396,28,4,3118.64,12474.56
4914,4940,167,5,3828.0,19140.0
4915,3944,16,4,29553.2,118212.8
4916,6040,133,1,9015.34,9015.34
4917,3456,133,1,9015.34,9015.34
4918,8949,213,4,52260.7,209042.8
4919,6033,78,3,34920.85,104762.55
4920,8445,235,4,5741.54,22966.16
4921,1872,203,4,39717.64,158870.56
4922,8046,57,2,4468.26,8936.52
4923,3061,293,1,9827.68,9827.68
4924,1822,288,4,44769.31,179077.24
4925,3042,248,1,29112.46,29112.46
4926,6305,30,1,35179.48,35179.48
4927,7414,18,3,49328.94,147986.82
4928,2383,125,5,7386.64,36933.2
4929,7203,14,3,34182.93,102548.79
4930,5429,96,4,42524.25,170097.0
4931,6554,121,5,27330.49,136652.45
4932,6742,248,3,29112.46,87337.38
4933,1261,18,4,49328.94,197315.76
4934,6613,127,5,57796.05,288980.25
4935,7295,240,1,20940.67,20940.67
4936,613,41,1,26159.39,26159.39
4937,1144,99,4,30565.96,122263.84
4938,7954,63,4,42294.73,169178.92
4939,6201,43,2,37918.14,75836.28
4940,6683,210,1,35911.2,35911.2
4941,8559,207,2,16173.49,32346.98
4942,6433,97,3,22842.95,68528.85
4943,8601,48,1,22969.7,22969.7
4944,4334,75,1,41073.22,41073.22
4945,858,293,3,9827.68,29483.04
4946,2094,217,2,35429.68,70859.36
4947,2376,105,3,58190.51,174571.53
4948,5216,299,2,12751.23,25502.46
4949,7523,148,4,22817.06,91268.24
4950,5375,23,5,6354.17,31770.85
4951,739,137,5,19274.9,96374.5
4952,6900,102,1,34264.15,34264.15
4953,5596,195,5,48432.64,242163.2
4954,3027,24,4,2956.74,11826.96
4955,804,223,2,33348.07,66696.14
4956,5173,296,4,8967.41,35869.64
4957,2827,14,3,34182.93,102548.79
4958,3345,239,2,10785.0,21570.0
4959,2638,182,4,5023.35,20093.4
4960,3825,243,4,26034.51,104138.04
4961,3335,6,4,53260.3,213041.2
4962,2957,18,1,49328.94,49328.94
4963,8767,217,1,35429.68,35429.68
4964,5410,211,3,17304.89,51914.67
4965,1627,252,1,49362.17,49362.17
4966,7126,135,4,33626.91,134507.64
4967,6111,127,4,57796.05,231184.2
4968,7220,184,1,29620.2,29620.2
4969,7562,295,1,53762.08,53762.08
4970,4565,184,2,29620.2,59240.4
4971,4638,53,1,5104.42,5104.42
4972,3653,67,3,46319.27,138957.81
4973,4875,266,5,20581.96,102909.8
4974,5303,15,4,4652.69,18610.76
4975,3858,273,4,41092.27,164369.08
4976,8097,120,3,42741.05,128223.15
4977,4890,251,1,29682.43,29682.43
4978,1854,262,5,23825.31,119126.55
4979,1368,241,1,20277.26,20277.26
4980,8722,4,5,10147.08,50735.4
4981,7254,222,4,24752.26,99009.04
4982,5387,101,5,34126.82,170634.1
4983,1350,60,4,28336.73,113346.92
4984,5295,130,5,22301.23,111506.15
4985,3521,285,1,2044.46,2044.46
4986,6756,15,5,4652.69,23263.45
4987,8202,205,2,4390.08,8780.16
4988,6179,217,2,35429.68,70859.36
4989,696,260,3,19576.52,58729.56
4990,8155,186,1,52248.71,52248.71
4991,1162,62,1,7999.94,7999.94
4992,7839,155,1,44198.92,44198.92
4993,3614,19,2,10903.32,21806.64
4994,5022,153,1,20485.98,20485.98
4995,6542,107,4,7269.77,29079.08
4996,3259,50,5,672.56,3362.8
4997,5245,10,5,35044.37,175221.85
4998,4524,17,2,37431.18,74862.36
4999,1223,86,2,39790.59,79581.18
5000,193,250,3,46158.53,138475.59
5001,2001,269,2,22906.5,45813.0
5002,1199,113,1,12503.8,12503.8
5003,2313,118,1,4468.27,4468.27
5004,5528,189,5,17077.98,85389.9
5005,3434,285,1,2044.46,2044.46
5006,3229,149,1,44497.19,44497.19
5007,3866,61,1,40184.75,40184.75
5008,6581,147,5,21887.9,109439.5
5009,1099,200,4,41731.23,166924.92
5010,2798,99,1,30565.96,30565.96
5011,6077,246,3,45837.56,137512.68
5012,4720,57,1,4468.26,4468.26
5013,5341,70,3,25053.72,75161.16
5014,2875,205,5,4390.08,21950.4
5015,886,97,1,22842.95,22842.95
5016,7738,300,2,42933.71,85867.42
5017,4490,62,3,7999.94,23999.82
5018,6559,150,3,50769.08,152307.24
5019,2246,18,3,49328.94,147986.82
5020,8608,97,1,22842.95,22842.95
5021,402,175,4,30653.66,122614.64
5022,7372,176,1,8055.34,8055.34
5023,8483,23,1,6354.17,6354.17
5024,1245,221,2,22217.38,44434.76
5025,6111,4,4,10147.08,40588.32
5026,1896,178,3,21463.95,64391.85
5027,6665,71,2,24990.33,49980.66
5028,7921,271,4,19429.66,77718.64
5029,5063,251,3,29682.43,89047.29
5030,3970,137,4,19274.9,77099.6
5031,7975,249,1,17639.04,17639.04
5032,4653,5,2,5872.52,11745.04
5033,6277,93,5,1227.02,6135.1
5034,6808,21,4,39695.36,158781.44
5035,1680,187,2,38366.03,76732.06
5036,6665,112,5,1277.1,6385.5
5037,1240,156,1,332.99,332.99
5038,1363,296,1,8967.41,8967.41
5039,4295,278,1,20136.62,20136.62
5040,4317,264,4,50430.88,201723.52
5041,2044,77,4,9498.37,37993.48
5042,2441,248,5,29112.46,145562.3
5043,8113,104,5,36770.58,183852.9
5044,4615,197,3,40801.51,122404.53
5045,803,220,1,10954.5,10954.5
5046,483,202,5,3239.21,16196.05
5047,4895,84,2,39008.83,78017.66
5048,7468,96,2,42524.25,85048.5
5049,8675,76,2,40122.11,80244.22
5050,7850,11,1,42790.14,42790.14
5051,2612,209,5,40501.29,202506.45
5052,4733,296,2,8967.41,17934.82
5053,4766,191,1,39203.86,39203.86
5054,7305,60,5,28336.73,141683.65
5055,8599,35,3,14955.6,44866.8
5056,700,36,1,21209.68,21209.68
5057,7517,92,5,55814.62,279073.1
5058,2596,254,3,8156.82,24470.46
5059,3073,179,5,37353.14,186765.7
5060,8162,200,3,41731.23,125193.69
5061,3218,121,1,27330.49,27330.49
5062,5714,57,3,4468.26,13404.78
5063,4422,205,2,4390.08,8780.16
5064,3359,176,1,8055.34,8055.34
5065,7171,145,4,14158.9,56635.6
5066,7546,18,5,49328.94,246644.7
5067,6858,137,3,19274.9,57824.7
5068,5226,268,5,2221.88,11109.4
5069,7861,47,5,627.42,3137.1
5070,3138,171,1,56309.51,56309.51
5071,964,141,1,11295.4,11295.4
5072,4934,10,3,35044.37,105133.11
5073,6256,207,2,16173.49,32346.98
5074,513,183,1,5615.28,5615.28
5075,4935,111,4,34503.51,138014.04
5076,7353,289,1,22706.28,22706.28
5077,3044,278,5,20136.62,100683.1
5078,6501,166,1,21951.86,21951.86
5079,1777,85,3,32079.16,96237.48
5080,654,208,1,52949.87,52949.87
5081,5566,178,5,21463.95,107319.75
5082,3955,71,4,24990.33,99961.32
5083,4702,285,1,2044.46,2044.46
5084,6122,298,1,44362.23,44362.23
5085,8483,23,4,6354.17,25416.68
